pl_name,hostname,discoverymethod,disc_year,disc_facility,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,sy_dist,st_teff,st_rad,st_mass,decade,earth_radius_class,orbital_period_class,distance_class_pc,disc_year_int
TOI-5532 b,TOI-5532,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.52763693,6.93,5.6539659431,,90.9985,4208.45,0.662052,0.636083,2020,Neptune-like 2–6,3–10 days,50–100 pc,2026
TOI-5542 b,TOI-5542,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),11.30986153,419.53349724,75.12375,0.332,348.849,5700.0,1.058,0.89,2020,Gas giant 6–15,50–365 days,100–500 pc,2022
TOI-5573 b,TOI-5573,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),9.75,112.0,8.79758977,0.0712,186.562,3790.0,0.594,0.619,2020,Gas giant 6–15,3–10 days,100–500 pc,2025
TOI-558 b,TOI-558,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),12.17295304,1147.36054927,14.574071,0.1291,402.63,6466.0,1.496,1.349,2020,Gas giant 6–15,10–50 days,100–500 pc,2021
TOI-559 b,TOI-559,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),12.22899794,1910.14872607,6.9839095,0.0723,233.266,5925.0,1.233,1.026,2020,Gas giant 6–15,3–10 days,100–500 pc,2021
TOI-5592 b,TOI-5592,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),17.14974047,285.72773789,2.6085846,0.03935,597.026,6237.0,1.393,1.194,2020,>15 Earth radii,<3 days,"500–1,000 pc",2025
TOI-5595 b,TOI-5595,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),4.73740402,20.1,5.99002553853,,136.955,4417.3,0.743344,0.645,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-5599 b,TOI-5599,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),7.1888212,40.9,5.43691503941,,547.948,6137.02,1.91334,1.21,2020,Gas giant 6–15,3–10 days,"500–1,000 pc",2026
TOI-5605 b,TOI-5605,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.52611303,6.92,5.91340454843,,95.0735,4583.79,0.736044,0.68,2020,Neptune-like 2–6,3–10 days,50–100 pc,2026
TOI-561 b,TOI-561,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),1.397,2.02,0.4465697,0.01064,85.799,5342.0,0.843,0.806,2020,Super-Earth 1.25–2,<3 days,50–100 pc,2020
TOI-561 c,TOI-561,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),2.865,5.93,10.778838,0.0889,85.799,5342.0,0.843,0.806,2020,Neptune-like 2–6,10–50 days,50–100 pc,2020
TOI-561 d,TOI-561,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),2.615,13.33,25.71268,0.1587,85.799,5342.0,0.843,0.806,2020,Neptune-like 2–6,10–50 days,50–100 pc,2020
TOI-561 e,TOI-561,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),2.517,12.4,77.144,0.33,85.799,5342.0,0.843,0.806,2020,Neptune-like 2–6,50–365 days,50–100 pc,2020
TOI-5614 b,TOI-5614,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),3.21759316,10.4,4.17221328949,,223.016,4553.0,0.734919,0.674,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-5616 b,TOI-5616,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),10.78,624.0,2.002849,0.0272,390.415,3996.0,0.646,0.666,2020,Gas giant 6–15,<3 days,100–500 pc,2024
TOI-5624 b,TOI-5624,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.314,9.4,3.3903473,0.04201,101.913,5327.0,0.82,0.858,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-5624 c,TOI-5624,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.474,4.8,7.885385,0.07374,101.913,5327.0,0.82,0.858,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-5624 d,TOI-5624,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),3.584,4.9,13.731468,0.1067,101.913,5327.0,0.82,0.858,2020,Neptune-like 2–6,10–50 days,100–500 pc,2026
TOI-5624 e,TOI-5624,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),3.247,8.9,21.489936,0.1439,101.913,5327.0,0.82,0.858,2020,Neptune-like 2–6,10–50 days,100–500 pc,2026
TOI-5624 f,TOI-5624,Transit Timing Variations,2026.0,Multiple Observatories,3.66,13.0,45.37,0.2366,101.913,5327.0,0.82,0.858,2020,Neptune-like 2–6,10–50 days,100–500 pc,2026
TOI-5630 b,TOI-5630,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.37117553,6.22,3.22118452536,,134.047,5385.64,0.933361,0.934,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-5634 A b,TOI-5634 A,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),10.42,588.0,2.2035373,0.0272,306.144,3896.0,0.54,0.556,2020,Gas giant 6–15,<3 days,100–500 pc,2024
TOI-564 b,TOI-564,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),11.43318,464.98529,1.651144,0.02734,199.581,5640.0,1.088,0.998,2020,Gas giant 6–15,<3 days,100–500 pc,2020
TOI-5678 b,TOI-5678,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),4.91,20.0,47.73022,0.249,165.393,5485.0,0.938,0.905,2020,Neptune-like 2–6,10–50 days,100–500 pc,2023
TOI-5688 A b,TOI-5688 A,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),10.3,124.0,2.94815527,0.03379,226.318,3713.0,0.57,0.6,2020,Gas giant 6–15,<3 days,100–500 pc,2024
TOI-5704 b,TOI-5704,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),3.2274,10.5,3.771116,,89.637,4590.0,0.7575,0.73,2020,Neptune-like 2–6,3–10 days,50–100 pc,2023
TOI-5713 b,TOI-5713,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.77,3.78,10.441989,0.06008,40.8668,3225.0,0.2992,0.2653,2020,Super-Earth 1.25–2,10–50 days,10–50 pc,2024
TOI-5716 b,TOI-5716,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),0.96,0.84,6.7663,,39.4122,3436.0,0.22,0.19,2020,Earth-size 0.5–1.25,3–10 days,10–50 pc,2025
TOI-5720 b,TOI-5720,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.09,4.3,1.4344555,0.018288,35.8256,3325.0,0.383,0.383,2020,Earth-size 0.5–1.25,<3 days,10–50 pc,2024
TOI-5726.01,TOI-5726,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),2.554,7.05,5.491125215,0.062186,108.848,5874.0,1.106,1.06,2020,Neptune-like 2–6,3–10 days,100–500 pc,2024
TOI-5728 b,TOI-5728,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),1.31,2.27,11.49761,,54.7045,3419.0,0.37,0.36,2020,Super-Earth 1.25–2,10–50 days,50–100 pc,2025
TOI-5734 b,TOI-5734,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.1,9.1,6.1841876,0.05921,32.5102,4750.0,0.639,0.724,2020,Neptune-like 2–6,3–10 days,10–50 pc,2026
TOI-5736 b,TOI-5736,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),1.56,3.05,0.64899,,92.3604,3949.0,0.58,0.57,2020,Super-Earth 1.25–2,<3 days,50–100 pc,2025
TOI-5777 b,TOI-5777,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),3.09551273,9.78,6.91716177373,,114.277,4408.03,0.671912,0.658,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-5786 b,TOI-5786,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),8.54,73.0,12.779107,0.114,192.475,6235.0,1.36,1.23,2020,Gas giant 6–15,10–50 days,100–500 pc,2025
TOI-5788 b,TOI-5788,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),1.528,3.72,6.340758,0.064,97.614,5615.0,0.87,0.87,2020,Super-Earth 1.25–2,3–10 days,50–100 pc,2026
TOI-5788 c,TOI-5788,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.272,6.4,16.213362,0.1197,97.614,5615.0,0.87,0.87,2020,Neptune-like 2–6,10–50 days,50–100 pc,2026
TOI-5789 b,TOI-5789,Radial Velocity,2026.0,Multiple Observatories,1.26,2.12,2.76369,0.03608,20.4581,5185.0,0.833,0.821,2020,Super-Earth 1.25–2,<3 days,10–50 pc,2026
TOI-5789 c,TOI-5789,Transit,,Transiting Exoplanet Survey Satellite (TESS),2.86,5.0,12.927748,0.1009,20.4581,5185.0,0.833,0.821,,Neptune-like 2–6,10–50 days,10–50 pc,
TOI-5789 d,TOI-5789,Radial Velocity,2026.0,Multiple Observatories,1.91,4.29,29.65,0.1756,20.4581,5185.0,0.833,0.821,2020,Super-Earth 1.25–2,10–50 days,10–50 pc,2026
TOI-5789 e,TOI-5789,Radial Velocity,2026.0,Multiple Observatories,3.43,11.61,62.98,0.2901,20.4581,5185.0,0.833,0.821,2020,Neptune-like 2–6,50–365 days,10–50 pc,2026
TOI-5795 b,TOI-5795,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),5.62,23.66,6.1406325,0.064,156.53,5715.0,1.082,0.901,2020,Neptune-like 2–6,3–10 days,100–500 pc,2025
TOI-5799 b,TOI-5799,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.733,3.65,4.164507,0.0348,27.8123,3452.0,0.321,0.325,2020,Super-Earth 1.25–2,3–10 days,10–50 pc,2024
TOI-5799 c,TOI-5799,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),1.76,3.75,14.010449,0.0782,27.8123,3452.0,0.321,0.325,2020,Super-Earth 1.25–2,10–50 days,10–50 pc,2025
TOI-5800 b,TOI-5800,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),2.46,9.5,2.6278838,0.0344,42.9052,4850.0,0.773,0.778,2020,Neptune-like 2–6,<3 days,10–50 pc,2025
TOI-5803 b,TOI-5803,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),3.2732,10.7,5.38305,,84.0126,5134.0,0.7625,0.87,2020,Neptune-like 2–6,3–10 days,50–100 pc,2023
TOI-5817 b,TOI-5817,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),3.08,10.3,15.61031,0.1223,80.7542,5770.0,1.427,0.97,2020,Neptune-like 2–6,10–50 days,50–100 pc,2025
TOI-5882 b,TOI-5882,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),11.46678726,6995.40323807,7.148972,0.0804,416.104,5920.0,2.26,1.334,2020,Gas giant 6–15,3–10 days,100–500 pc,2025
TOI-5916 b,TOI-5916,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),11.35469745,226.61165419,2.367128,0.0262,199.724,3613.0,0.48,0.477,2020,Gas giant 6–15,<3 days,100–500 pc,2026
TOI-5926 b,TOI-5926,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),7.56807148,44.6,3.81122794237,,275.103,5388.92,0.890046,0.946,2020,Gas giant 6–15,3–10 days,100–500 pc,2026
TOI-5938 b,TOI-5938,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),3.82,14.0,2.260424,0.0308,114.035,4650.0,0.712,0.744,2020,Neptune-like 2–6,<3 days,100–500 pc,2026
TOI-6000 b,TOI-6000,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),0.94,0.779,0.448959,,75.7664,3419.0,0.38,0.37,2020,Earth-size 0.5–1.25,<3 days,50–100 pc,2025
TOI-6002 b,TOI-6002,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.65,3.36,10.904821,0.05722,32.0266,3229.0,0.2432,0.2101,2020,Super-Earth 1.25–2,10–50 days,10–50 pc,2024
TOI-6008 b,TOI-6008,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.03,4.0,0.8574347,0.010777,23.1008,3075.0,0.242,0.23,2020,Earth-size 0.5–1.25,<3 days,10–50 pc,2024
TOI-6016 b,TOI-6016,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),13.67495645,371.85923619,4.023687,0.055,364.715,6110.0,1.51,1.31,2020,Gas giant 6–15,3–10 days,100–500 pc,2024
TOI-6029 b,TOI-6029,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),14.39233122,519.64944544,5.7987,,603.119,6223.0,2.338,1.548,2020,Gas giant 6–15,3–10 days,"500–1,000 pc",2024
TOI-6034 b,TOI-6034,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),11.92,254.0,2.576184,0.02949,117.992,3635.0,0.489,0.514,2020,Gas giant 6–15,<3 days,100–500 pc,2024
TOI-6038 A b,TOI-6038 A,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),6.41,78.5,5.8267311,0.069,179.147,6110.0,1.648,1.291,2020,Gas giant 6–15,3–10 days,100–500 pc,2025
TOI-6041 b,TOI-6041,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),4.55,28.9,26.04945,0.1651,72.4731,5445.0,0.879,0.885,2020,Neptune-like 2–6,10–50 days,50–100 pc,2025
TOI-6041 c,TOI-6041,Radial Velocity,2025.0,Multiple Observatories,10.5,77.9,88.0,0.3721,72.4731,5445.0,0.879,0.885,2020,Gas giant 6–15,50–365 days,50–100 pc,2025
TOI-6054.01,TOI-6054,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),2.64,12.5,7.501428,0.0763,79.407,6047.0,1.662,1.107,2020,Neptune-like 2–6,3–10 days,50–100 pc,2024
TOI-6054.02,TOI-6054,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),2.82,9.3,12.563636,0.1079,79.407,6047.0,1.662,1.107,2020,Neptune-like 2–6,10–50 days,50–100 pc,2024
TOI-6080 b,TOI-6080,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),3.32424168,11.0,8.05562348084,,188.183,5775.46,1.06221,1.01,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-6086 b,TOI-6086,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.18,1.76,1.3888725,0.01541,31.4566,3200.0,0.259,0.254,2020,Earth-size 0.5–1.25,<3 days,10–50 pc,2024
TOI-6109 b,TOI-6109,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),4.8704,21.1,5.690476,0.0599,151.738,5660.0,1.021,1.03,2020,Neptune-like 2–6,3–10 days,100–500 pc,2025
TOI-6109 c,TOI-6109,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),4.8326,20.8,8.538878,0.0786,151.738,5660.0,1.021,1.03,2020,Neptune-like 2–6,3–10 days,100–500 pc,2025
TOI-6130 b,TOI-6130,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),14.3474953,333.71982735,2.392679,0.036,220.882,6110.0,1.51,1.31,2020,Gas giant 6–15,<3 days,100–500 pc,2024
TOI-615 b,TOI-615,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),18.97680433,138.25535705,4.6615983,0.0678,360.408,6850.0,1.732,1.449,2020,>15 Earth radii,3–10 days,100–500 pc,2023
TOI-620 b,TOI-620,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),3.76,13.6,5.0988179,0.04825,33.0231,3708.0,0.55,0.577,2020,Neptune-like 2–6,3–10 days,10–50 pc,2022
TOI-622 b,TOI-622,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),9.2362001,96.30200732,6.402513,0.0708,123.297,6400.0,1.415,1.313,2020,Gas giant 6–15,3–10 days,100–500 pc,2023
TOI-6223 b,TOI-6223,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),5.07,22.6,3.855219,0.04018,133.122,3895.0,0.576,0.582,2020,Neptune-like 2–6,3–10 days,100–500 pc,2025
TOI-6255 b,TOI-6255,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.079,1.44,0.23818244,,20.3167,3421.0,0.37,0.353,2020,Earth-size 0.5–1.25,<3 days,10–50 pc,2024
TOI-628 b,TOI-628,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),11.88154,2011.8639,3.4095675,0.0486,178.68,6250.0,1.345,1.311,2020,Gas giant 6–15,3–10 days,100–500 pc,2021
TOI-6281 b,TOI-6281,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),1.92416074,4.36,1.05426244177,,57.7451,4533.23,0.874219,0.65,2020,Super-Earth 1.25–2,<3 days,50–100 pc,2026
TOI-6303 b,TOI-6303,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),11.59,2493.0,9.485236,0.0761,152.219,3977.0,0.609,0.644,2020,Gas giant 6–15,3–10 days,100–500 pc,2025
TOI-6324 b,TOI-6324,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),1.059,1.17,0.279221,,20.5488,3247.0,0.293,0.269,2020,Earth-size 0.5–1.25,<3 days,10–50 pc,2025
TOI-6330 b,TOI-6330,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),10.89,3179.0,6.8500246,0.05763,139.042,3539.0,0.49,0.531,2020,Gas giant 6–15,3–10 days,100–500 pc,2025
TOI-6383 A b,TOI-6383 A,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),11.29,331.0,1.79058695,0.02292,171.319,3444.0,0.457,0.458,2020,Gas giant 6–15,<3 days,100–500 pc,2024
TOI-6393 b,TOI-6393,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.75958542,8.04,9.53176110329,,186.229,5008.2,0.766023,0.835,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-640 b,TOI-640,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),19.2794468,181.16219199,5.003777,0.06608,341.997,6460.0,2.082,1.536,2020,>15 Earth radii,3–10 days,100–500 pc,2021
TOI-6420 b,TOI-6420,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),11.93756445,2606.1929374,6.961508,0.0753,634.712,6020.0,1.312,1.165,2020,Gas giant 6–15,3–10 days,"500–1,000 pc",2025
TOI-6448 b,TOI-6448,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),8.47398941,54.0,14.844261,0.131,386.879,5910.0,0.897,1.03,2020,Gas giant 6–15,10–50 days,100–500 pc,2025
TOI-6478 b,TOI-6478,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),4.6,19.2,34.005019,0.1136,38.6057,3230.0,0.234,0.23,2020,Neptune-like 2–6,10–50 days,10–50 pc,2025
TOI-654.01,TOI-654,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),2.378,8.71,1.527561,0.01944,57.7553,3521.0,0.43,0.419,2020,Neptune-like 2–6,<3 days,50–100 pc,2024
TOI-6628 b,TOI-6628,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),10.98480109,235.19302118,18.18424,0.134,320.527,5463.0,1.01,0.97,2020,Gas giant 6–15,10–50 days,100–500 pc,2025
TOI-663 b,TOI-663,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),2.27,4.45,2.598902,0.0295,64.2308,3681.0,0.512,0.514,2020,Neptune-like 2–6,<3 days,50–100 pc,2024
TOI-663 c,TOI-663,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),2.26,3.65,4.6955507,0.0437,64.2308,3681.0,0.512,0.514,2020,Neptune-like 2–6,3–10 days,50–100 pc,2024
TOI-663 d,TOI-663,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.92,5.2,7.1027268,0.0576,64.2308,3681.0,0.512,0.514,2020,Super-Earth 1.25–2,3–10 days,50–100 pc,2024
TOI-6651 b,TOI-6651,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),5.09,61.0,5.056973,0.0633,212.128,5940.0,1.721,1.323,2020,Neptune-like 2–6,3–10 days,100–500 pc,2024
TOI-6677 b,TOI-6677,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),5.83507112,28.7,5.45060661625,,340.52,6572.28,1.57167,1.45,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-669 b,TOI-669,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),2.58606487,10.0,3.945152,0.048,142.867,5597.0,0.9882,0.9245,2020,Neptune-like 2–6,3–10 days,100–500 pc,2023
TOI-6692 b,TOI-6692,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),11.67975789,197.05361234,131.125,0.512,312.903,5890.0,1.385,1.047,2020,Gas giant 6–15,50–365 days,100–500 pc,2026
TOI-6695 b,TOI-6695,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),9.52763359,66.74396547,80.389,0.402,282.536,6400.0,1.517,1.338,2020,Gas giant 6–15,50–365 days,100–500 pc,2025
TOI-6695 c,TOI-6695,Radial Velocity,2025.0,Multiple Observatories,13.6,460.85119015,242.4,0.838,282.536,6400.0,1.517,1.338,2020,Gas giant 6–15,50–365 days,100–500 pc,2025
TOI-6699 b,TOI-6699,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.32645266,6.02,5.32005926761,,85.8463,4705.1,0.75309,0.75,2020,Neptune-like 2–6,3–10 days,50–100 pc,2026
TOI-6707 b,TOI-6707,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),5.72673066,27.8,3.83479363758,,641.467,6289.49,1.58202,1.14,2020,Neptune-like 2–6,3–10 days,"500–1,000 pc",2026
TOI-6716 b,TOI-6716,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),0.982,0.911,4.7185898,0.0319,18.8873,3110.0,0.231,0.223,2020,Earth-size 0.5–1.25,3–10 days,10–50 pc,2026
TOI-672 b,TOI-672,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),5.31,50.9,3.633581,0.0376,66.9071,3810.0,0.54,0.54,2020,Neptune-like 2–6,3–10 days,50–100 pc,2023
TOI-674 b,TOI-674,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),5.25,23.6,1.977143,0.025,46.0851,3514.0,0.42,0.42,2020,Neptune-like 2–6,<3 days,10–50 pc,2021
TOI-677 b,TOI-677,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),13.11450742,392.20025424,11.2365985,0.1041,141.812,6295.0,1.28,1.181,2020,Gas giant 6–15,10–50 days,100–500 pc,2020
TOI-682.01,TOI-682,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),3.74186,13.5,6.8392388,,83.1548,5085.0,1.08,0.85,2020,Neptune-like 2–6,3–10 days,50–100 pc,2021
TOI-6894 b,TOI-6894,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),9.5836785,53.39517238,3.37077196,0.02604,73.8131,3007.0,0.2276,0.207,2020,Gas giant 6–15,3–10 days,50–100 pc,2025
TOI-6954 b,TOI-6954,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),3.63524486,12.8,4.02074127419,,190.042,5170.87,0.947112,0.834,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-697 b,TOI-697,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.35859364,6.16,8.60788713593,,93.7714,5681.95,0.968149,0.97,2020,Neptune-like 2–6,3–10 days,50–100 pc,2026
TOI-700 b,TOI-700,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.914,0.704,9.977219,0.0677,31.1265,3459.0,0.421,0.415,2020,Earth-size 0.5–1.25,3–10 days,10–50 pc,2020
TOI-700 c,TOI-700,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),2.6,7.27,16.051137,0.0929,31.1265,3459.0,0.421,0.415,2020,Neptune-like 2–6,10–50 days,10–50 pc,2020
TOI-700 d,TOI-700,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),1.073,1.25,37.42396,0.1633,31.1265,3459.0,0.421,0.415,2020,Earth-size 0.5–1.25,10–50 days,10–50 pc,2020
TOI-700 e,TOI-700,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),0.953,0.818,27.80978,0.134,31.1265,3459.0,0.421,0.415,2020,Earth-size 0.5–1.25,10–50 days,10–50 pc,2023
TOI-7008 b,TOI-7008,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),4.94735276,21.7,0.84069041367,,410.467,5116.06,0.95255,0.88,2020,Neptune-like 2–6,<3 days,100–500 pc,2026
TOI-7009 b,TOI-7009,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),3.71,13.3,2.3206612,0.0287,184.12,4080.0,0.564,0.583,2020,Neptune-like 2–6,<3 days,100–500 pc,2026
TOI-7041 b,TOI-7041,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),11.43316031,114.41822652,9.691,,439.52,4700.0,4.1,1.07,2020,Gas giant 6–15,3–10 days,100–500 pc,2025
TOI-712 b,TOI-712,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),2.049,4.85,9.531361,0.07928,58.6212,4622.0,0.674,0.732,2020,Neptune-like 2–6,3–10 days,50–100 pc,2022
TOI-712 c,TOI-712,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),2.701,7.76,51.69906,0.2447,58.6212,4622.0,0.674,0.732,2020,Neptune-like 2–6,50–365 days,50–100 pc,2022
TOI-712 d,TOI-712,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),2.474,6.68,84.8396,0.3405,58.6212,4622.0,0.674,0.732,2020,Neptune-like 2–6,50–365 days,50–100 pc,2022
TOI-7149 b,TOI-7149,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),13.2,224.0,2.65206166,0.02603,126.126,3363.0,0.351,0.344,2020,Gas giant 6–15,<3 days,100–500 pc,2025
TOI-715 b,TOI-715,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),1.55,3.02,19.288004,0.083,42.4048,3075.0,0.24,0.225,2020,Super-Earth 1.25–2,10–50 days,10–50 pc,2023
TOI-7155 b,TOI-7155,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.40821473,6.38,3.89489711981,,144.751,4673.03,0.670748,0.755,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-7166 b,TOI-7166,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),2.01,4.7,12.92063621,0.06191,35.4153,3099.0,0.222,0.19,2020,Neptune-like 2–6,10–50 days,10–50 pc,2025
TOI-733 b,TOI-733,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),1.992,5.72,4.884765,0.0618,75.2092,5585.0,0.949,0.956,2020,Super-Earth 1.25–2,3–10 days,50–100 pc,2023
TOI-7333 b,TOI-7333,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),2.09469416,5.04,6.26449803661,,157.217,4586.87,0.666066,0.721,2020,Neptune-like 2–6,3–10 days,100–500 pc,2026
TOI-7384 b,TOI-7384,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),3.56,12.4,6.2340258,0.0439,66.7902,3185.0,0.319,0.318,2020,Neptune-like 2–6,3–10 days,50–100 pc,2026
TOI-7510 b,TOI-7510,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),7.31,18.1,11.530869,0.1019,249.006,5720.0,1.035,1.063,2020,Gas giant 6–15,10–50 days,100–500 pc,2025
TOI-7510 c,TOI-7510,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),10.81,131.0,22.5687423,0.1595,249.006,5720.0,1.035,1.063,2020,Gas giant 6–15,10–50 days,100–500 pc,2025
